Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,23-Jul-2026,26-Dec-2028,CE,25500.00,3500.00,3500.00,3500.00,3500.00,3500.00,3607.60,2.00,37.70,4.55,130.00,-,23869.60
NIFTY,23-Jul-2026,26-Dec-2028,CE,21000.00,-,-,-,7512.50,-,6356.60,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,26-Dec-2028,CE,18000.00,-,-,-,9380.30,-,8635.05,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,26-Dec-2028,CE,31500.00,-,-,-,2327.60,-,1423.35,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,26-Dec-2028,CE,28000.00,-,-,-,1701.00,1701.00,2502.30,-,-,-,6250.00,-,23869.60
NIFTY,23-Jul-2026,26-Dec-2028,CE,16500.00,-,-,-,12176.65,-,9856.75,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,26-Dec-2028,CE,27000.00,-,-,-,2635.00,2635.00,2908.35,-,-,-,715.00,-,23869.60
NIFTY,23-Jul-2026,26-Dec-2028,CE,24000.00,4450.00,4450.00,4450.00,4450.00,4450.00,4418.85,1.00,18.49,2.89,260.00,-,23869.60
NIFTY,23-Jul-2026,26-Dec-2028,CE,28500.00,-,-,-,3608.65,-,2316.60,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,26-Dec-2028,CE,30000.00,-,-,-,1151.00,1151.00,1825.05,-,-,-,10450.00,-,23869.60
NIFTY,23-Jul-2026,26-Jun-2029,CE,27000.00,-,-,-,6570.40,-,3529.20,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,26-Jun-2029,CE,22500.00,-,-,-,7946.50,-,5961.30,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,26-Jun-2029,CE,24000.00,-,-,-,8085.35,-,5056.85,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,26-Jun-2029,CE,19500.00,-,-,-,10206.95,-,8019.90,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,26-Jun-2029,CE,28500.00,-,-,-,4213.30,-,2908.35,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,26-Jun-2029,CE,25500.00,-,-,-,5917.35,-,4244.30,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,26-Jun-2029,CE,18000.00,-,-,-,11678.65,-,9148.70,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,26-Jun-2029,CE,30000.00,-,-,-,5268.40,-,2377.20,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,26-Jun-2029,CE,16500.00,-,-,-,12587.95,-,10323.35,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,26-Jun-2029,CE,21000.00,-,-,-,9799.75,-,6952.75,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,26-Jun-2029,CE,31500.00,-,-,-,2878.65,-,1928.55,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,24-Dec-2029,CE,19500.00,-,-,-,10678.80,-,8550.75,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,24-Dec-2029,CE,30000.00,-,-,-,2863.20,2863.20,2930.70,-,-,-,8145.00,-,23869.60
NIFTY,23-Jul-2026,24-Dec-2029,CE,18000.00,-,-,-,11362.40,-,9639.35,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,24-Dec-2029,CE,16500.00,-,-,-,12984.85,-,10770.95,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,24-Dec-2029,CE,28500.00,-,-,-,4802.10,-,3490.20,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,24-Dec-2029,CE,21000.00,-,-,-,9463.95,-,7517.90,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,24-Dec-2029,CE,27000.00,-,-,-,6201.65,-,4130.05,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,24-Dec-2029,CE,31500.00,-,-,-,3429.30,-,2446.80,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,24-Dec-2029,CE,25500.00,-,-,-,6500.60,-,4854.55,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,24-Dec-2029,CE,22500.00,-,-,-,8486.15,-,6552.25,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,24-Dec-2029,CE,24000.00,-,-,-,7730.00,-,5663.00,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,25-Jun-2030,CE,16500.00,-,-,-,13374.05,-,11207.35,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,25-Jun-2030,CE,31500.00,-,-,-,3984.80,-,2978.70,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,25-Jun-2030,CE,24000.00,-,-,-,8591.55,-,6250.90,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,25-Jun-2030,CE,25500.00,-,-,-,7070.45,-,5449.05,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,25-Jun-2030,CE,27000.00,-,-,-,6972.50,-,4721.15,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,25-Jun-2030,CE,22500.00,-,-,-,9012.40,-,7123.80,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,25-Jun-2030,CE,19500.00,-,-,-,11140.25,-,9065.10,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,25-Jun-2030,CE,28500.00,-,-,-,5382.85,-,4069.05,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,25-Jun-2030,CE,18000.00,-,-,-,12423.90,-,10116.30,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,25-Jun-2030,CE,30000.00,-,-,-,5580.35,-,3489.35,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,25-Jun-2030,CE,21000.00,-,-,-,10421.65,-,8064.50,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,31-Dec-2030,CE,24000.00,-,-,-,8563.30,-,6834.40,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,31-Dec-2030,CE,31500.00,-,-,-,4554.55,-,3530.65,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,34500.00,1.50,1.50,0.90,1.40,1.40,-,37.00,829.75,0.03,9815.00,975.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,25450.00,-,-,-,366.00,-,248.95,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,26050.00,-,-,-,232.80,-,140.90,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,23550.00,884.40,889.95,884.40,889.95,889.95,1029.35,2.00,31.77,1.16,780.00,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,22350.00,1792.60,1792.60,1785.90,1788.15,1785.90,1788.15,3.00,47.07,3.49,195.00,195.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,23250.00,-,-,-,1240.10,1240.10,1224.25,-,-,-,650.00,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,25100.00,162.15,170.55,141.45,146.95,147.50,146.95,780.00,12803.73,78.03,33605.00,9945.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,26150.00,-,-,-,215.05,-,127.40,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,23700.00,794.00,816.00,710.00,740.05,740.05,740.05,30.00,477.02,14.87,8190.00,780.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,22600.00,-,-,-,1734.30,1734.30,1708.30,-,-,-,195.00,-,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,19000.00,5425.00,5450.00,5275.00,5275.00,5275.00,5417.15,10.00,158.48,34.98,56485.00,-260.00,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,25500.00,399.00,414.70,365.70,374.90,375.15,374.90,3157.00,53125.86,798.59,465400.00,24765.00,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,28000.00,53.00,53.00,48.00,48.70,48.90,48.70,2254.00,41095.14,72.34,1464230.00,14300.00,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,23000.00,1817.70,1850.00,1719.75,1757.15,1770.00,1757.15,503.00,8101.40,581.55,317410.00,5395.00,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,34500.00,-,-,-,7.05,7.05,1.00,-,-,-,650.00,-,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,16000.00,-,-,-,6200.00,6200.00,8323.80,-,-,-,50.00,-,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,31500.00,-,-,-,13.80,13.80,13.25,-,-,-,17875.00,-,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,30000.00,17.55,22.75,17.55,18.45,18.20,18.45,775.00,15122.42,9.92,749995.00,10140.00,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,24000.00,1121.05,1145.95,1042.75,1072.05,1073.10,1072.05,2331.00,38018.31,1654.71,786450.00,1300.00,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,29000.00,25.10,26.10,24.25,24.80,24.75,24.80,397.00,7489.90,6.45,481320.00,1560.00,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,33000.00,7.95,7.95,7.10,7.60,7.60,7.60,6.00,128.73,0.03,97565.00,-195.00,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,19500.00,-,-,-,7586.85,-,4939.35,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,28500.00,34.00,37.80,31.65,33.95,33.40,33.95,175.00,3245.75,3.88,100230.00,-2470.00,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,31000.00,12.15,14.40,12.15,14.25,14.25,19.70,54.00,1088.58,0.48,160375.00,1755.00,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,25000.00,580.00,603.90,543.00,558.65,560.00,558.65,4854.00,80670.11,1792.61,2077700.00,46140.00,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,27000.00,109.95,116.00,104.00,106.10,107.00,106.10,4069.00,71698.16,287.21,2109525.00,18850.00,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,16500.00,-,-,-,10405.00,-,7838.05,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,26000.00,274.00,276.45,242.60,250.00,250.00,250.00,6771.00,115561.05,1131.15,2460680.00,70190.00,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,22500.00,2233.00,2233.00,2130.00,2160.00,2160.00,2318.35,10.00,160.26,14.01,15925.00,130.00,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,18000.00,-,-,-,6755.00,6755.00,6382.25,-,-,-,2145.00,-,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,20000.00,4425.00,4442.00,4291.10,4326.20,4384.25,4326.20,99.00,1566.87,279.87,571375.00,2730.00,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,21000.00,3475.00,3475.00,3390.00,3434.10,3423.35,3434.10,42.00,666.89,93.59,178075.00,520.00,23869.60
NIFTY,23-Jul-2026,29-Dec-2026,CE,22000.00,2669.40,2669.65,2535.00,2555.75,2586.20,2555.75,126.00,2013.82,212.02,178295.00,-65.00,23869.60
NIFTY,23-Jul-2026,30-Mar-2027,CE,24000.00,1555.05,1568.00,1469.65,1500.90,1503.40,1500.90,111.00,1840.46,108.86,29705.00,1820.00,23869.60
NIFTY,23-Jul-2026,30-Mar-2027,CE,18000.00,-,-,-,5643.55,-,6675.30,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,30-Mar-2027,CE,16500.00,-,-,-,6995.90,-,8101.10,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,30-Mar-2027,CE,25500.00,728.45,750.00,690.80,708.05,710.00,708.05,743.00,12658.44,343.21,655590.00,-780.00,23869.60
NIFTY,23-Jul-2026,30-Mar-2027,CE,27000.00,277.10,285.00,259.95,267.40,267.00,267.40,1006.00,17832.65,177.35,195325.00,845.00,23869.60
NIFTY,23-Jul-2026,30-Mar-2027,CE,31500.00,-,-,-,94.65,-,74.30,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,30-Mar-2027,CE,19500.00,-,-,-,4365.40,-,5277.40,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,30-Mar-2027,CE,22500.00,-,-,-,2868.30,2868.30,2780.05,-,-,-,195.00,-,23869.60
NIFTY,23-Jul-2026,30-Mar-2027,CE,28500.00,105.90,112.00,100.95,102.80,104.50,102.80,222.00,4127.65,15.10,31720.00,-455.00,23869.60
NIFTY,23-Jul-2026,30-Mar-2027,CE,21000.00,-,-,-,3217.45,-,3955.45,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,30-Mar-2027,CE,30000.00,51.60,53.80,50.00,51.75,52.40,51.75,362.00,7071.13,12.13,78325.00,-4810.00,23869.60
NIFTY,23-Jul-2026,29-Jun-2027,CE,25500.00,-,-,-,3312.45,-,1499.60,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Jun-2027,CE,30000.00,-,-,-,1478.40,-,335.00,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Jun-2027,CE,31500.00,-,-,-,769.15,-,186.75,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Jun-2027,CE,22500.00,-,-,-,5539.60,-,3203.15,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Jun-2027,CE,19500.00,-,-,-,8143.40,-,5612.55,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Jun-2027,CE,24000.00,-,-,-,2250.00,2250.00,2247.55,-,-,-,800.00,-,23869.60
NIFTY,23-Jul-2026,29-Jun-2027,CE,28500.00,-,-,-,1711.90,-,578.15,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Jun-2027,CE,16500.00,-,-,-,10867.20,-,8361.65,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Jun-2027,CE,18000.00,-,-,-,4066.45,-,6967.90,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Jun-2027,CE,21000.00,-,-,-,3061.80,-,4339.35,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Jun-2027,CE,27000.00,-,-,-,1932.50,-,952.05,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Jun-2027,CE,19000.00,-,-,-,7800.00,7800.00,6057.70,-,-,-,75.00,-,23869.60
NIFTY,23-Jul-2026,28-Dec-2027,CE,30000.00,357.00,370.00,342.00,352.40,345.00,352.40,139.00,2742.88,32.38,108030.00,-1105.00,23869.60
NIFTY,23-Jul-2026,28-Dec-2027,CE,24000.00,2810.00,2862.00,2740.10,2745.10,2747.00,2745.10,24.00,417.71,43.31,26325.00,260.00,23869.60
NIFTY,23-Jul-2026,28-Dec-2027,CE,25000.00,2240.00,2250.00,2145.50,2193.05,2170.00,2193.05,24.00,424.29,34.29,30300.00,-390.00,23869.60
NIFTY,23-Jul-2026,28-Dec-2027,CE,21000.00,-,-,-,4902.40,-,5058.95,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,28-Dec-2027,CE,26000.00,1722.35,1729.00,1642.55,1649.30,1650.65,1649.30,85.00,1528.47,91.97,70240.00,65.00,23869.60
NIFTY,23-Jul-2026,28-Dec-2027,CE,31500.00,-,-,-,330.00,330.00,522.10,-,-,-,2210.00,-,23869.60
NIFTY,23-Jul-2026,28-Dec-2027,CE,33000.00,-,-,-,150.00,150.00,343.20,-,-,-,2795.00,-,23869.60
NIFTY,23-Jul-2026,28-Dec-2027,CE,27000.00,1180.00,1190.00,1121.00,1138.00,1150.00,1138.00,61.00,1116.77,46.22,42080.00,390.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,24250.00,492.45,492.45,420.00,437.15,435.20,437.15,61.00,979.67,18.16,9295.00,2275.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,16500.00,-,-,-,10168.85,-,7571.55,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,23150.00,-,-,-,1302.00,1302.00,1293.40,-,-,-,585.00,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,22700.00,-,-,-,1578.55,1578.55,1628.90,-,-,-,130.00,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,21650.00,-,-,-,2630.65,-,2531.50,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,24200.00,484.05,517.20,440.00,462.30,463.90,462.30,2277.00,36501.45,684.24,137475.00,54535.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,18000.00,-,-,-,6137.70,6137.70,6089.95,-,-,-,1300.00,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,25850.00,-,-,-,117.25,117.25,171.45,-,-,-,65.00,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,23650.00,815.75,822.15,788.95,788.95,788.95,788.95,3.00,47.69,1.57,585.00,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,24350.00,430.00,430.00,376.90,386.70,386.70,606.85,43.00,691.77,11.19,5655.00,975.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,27000.00,13.55,13.65,11.15,11.65,11.25,11.65,3954.00,69424.74,32.04,1429480.00,-16640.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,30000.00,3.85,3.95,3.00,3.15,3.00,3.15,1194.00,23285.56,2.56,322835.00,8125.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,25400.00,-,-,-,379.45,-,261.25,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,21950.00,-,-,-,2369.20,-,2260.05,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,21750.00,-,-,-,2542.45,-,2440.05,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,22400.00,1747.10,1747.10,1738.55,1741.40,1738.55,1741.40,3.00,47.08,3.40,195.00,195.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,25350.00,-,-,-,393.25,-,272.95,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,25800.00,57.60,68.50,50.85,52.35,52.00,52.35,1995.00,33529.20,73.05,78065.00,4355.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,21000.00,3099.95,3184.45,2989.85,3063.55,3070.20,3063.55,186.00,2906.61,367.71,475605.00,6435.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,23500.00,900.20,950.50,838.45,869.00,878.35,869.00,745.00,11815.39,435.51,88335.00,19500.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,25950.00,-,-,-,251.80,-,155.55,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,22100.00,-,-,-,2242.10,-,2127.85,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,21800.00,-,-,-,2498.75,-,2394.70,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,24750.00,259.00,273.20,229.15,239.55,239.55,239.55,210.00,3412.90,34.52,33150.00,1430.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,24300.00,440.05,464.00,393.00,412.30,415.00,412.30,777.00,12483.37,210.66,74035.00,13650.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,24150.00,540.00,544.90,464.85,485.00,485.00,485.00,26.00,416.60,8.46,4875.00,715.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,25500.00,90.00,96.70,79.15,82.00,81.20,82.00,12362.00,205601.64,701.49,1341275.00,96915.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,22850.00,-,-,-,1453.00,1453.00,1513.05,-,-,-,390.00,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,24850.00,230.80,239.15,201.00,209.85,210.40,209.85,121.00,1972.36,17.91,11310.00,2535.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,22900.00,1350.00,1350.00,1350.00,1350.00,1350.00,1475.30,1.00,15.76,0.88,390.00,65.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,26200.00,-,-,-,206.55,-,121.10,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,21900.00,-,-,-,2350.00,2350.00,2304.70,-,-,-,130.00,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,22150.00,-,-,-,2200.35,-,2084.40,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,25900.00,-,-,-,261.75,-,163.35,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,24000.00,631.70,631.70,534.00,563.50,568.30,563.50,7554.00,120705.57,2863.17,1352260.00,184600.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,24900.00,212.00,224.00,187.40,196.60,196.00,196.60,738.00,12043.29,98.76,39130.00,-9945.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,25200.00,-,-,-,437.00,-,309.80,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,23950.00,632.00,633.15,571.00,571.00,571.00,800.20,8.00,127.71,3.17,1885.00,455.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,23900.00,658.30,682.00,594.65,626.00,630.00,626.00,236.00,3763.97,97.71,10920.00,4940.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,24100.00,548.10,571.95,492.05,512.45,515.00,512.45,267.00,4273.44,90.88,21710.00,4680.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,21700.00,-,-,-,2586.45,-,2485.65,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,21600.00,-,-,-,2675.05,-,2577.50,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,25150.00,153.40,163.00,130.45,136.60,135.80,136.60,304.00,4998.06,28.42,12220.00,5720.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,23750.00,694.85,694.85,694.85,694.85,694.85,910.30,1.00,15.89,0.45,585.00,65.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,15000.00,-,-,-,10499.30,-,9053.20,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,22250.00,-,-,-,2117.80,-,1998.35,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,23350.00,-,-,-,1086.90,1086.90,1157.15,-,-,-,650.00,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,23850.00,636.95,661.10,625.05,655.75,661.10,655.75,49.00,780.03,20.41,3770.00,2600.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,24800.00,255.55,259.00,212.00,223.20,219.95,223.20,2068.00,33650.35,314.19,103545.00,53365.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,24500.00,365.00,371.20,310.65,328.05,325.95,328.05,5989.00,96677.47,1302.64,929825.00,13845.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,23100.00,-,-,-,1377.95,1377.95,1328.75,-,-,-,520.00,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,26000.00,43.75,46.55,38.45,39.70,39.15,39.70,11089.00,187709.03,304.93,1865425.00,-87535.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,26100.00,-,-,-,223.80,-,134.00,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,24550.00,-,-,-,443.80,443.80,523.55,-,-,-,4940.00,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,25750.00,-,-,-,293.50,-,188.70,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,21850.00,-,-,-,2455.30,-,2349.55,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,25000.00,207.00,207.00,162.10,169.85,166.30,169.85,9483.00,155191.54,1092.79,899405.00,68705.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,23600.00,852.00,852.00,775.20,807.00,807.00,807.00,15.00,237.96,7.86,2080.00,390.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,22200.00,-,-,-,2158.90,-,2041.20,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,19500.00,4650.80,4650.80,4453.00,4477.50,4485.00,4477.50,48.00,748.64,140.24,161200.00,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,25050.00,175.85,182.00,152.10,158.75,159.40,158.75,164.00,2687.71,17.38,12610.00,1950.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,28500.00,5.40,6.25,4.65,5.10,5.35,5.10,817.00,15137.79,2.87,551525.00,-,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,31500.00,3.10,3.10,2.00,2.20,2.00,2.20,290.00,5938.20,0.45,17745.00,8710.00,23869.60
NIFTY,23-Jul-2026,29-Sep-2026,CE,24400.00,400.00,417.00,353.95,369.75,374.15,369.75,806.00,12978.18,195.02,69485.00,15535.00,23869.60
NIFTY,23-Jul-2026,01-Sep-2026,CE,25850.00,-,-,-,110.80,-,62.90,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,01-Sep-2026,CE,23300.00,-,-,-,1220.55,-,972.00,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,01-Sep-2026,CE,24500.00,-,-,-,486.40,-,339.00,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,01-Sep-2026,CE,24850.00,-,-,-,347.45,-,230.80,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,01-Sep-2026,CE,25900.00,-,-,-,103.90,-,58.50,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,01-Sep-2026,CE,24750.00,-,-,-,383.80,-,258.55,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,01-Sep-2026,CE,25750.00,-,-,-,125.80,-,72.65,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,01-Sep-2026,CE,25400.00,-,-,-,191.80,-,117.35,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,01-Sep-2026,CE,25450.00,-,-,-,180.95,-,109.85,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,01-Sep-2026,CE,22750.00,-,-,-,1672.80,-,1393.45,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,01-Sep-2026,CE,24450.00,-,-,-,508.95,-,357.05,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,01-Sep-2026,CE,23000.00,1460.00,1460.00,1089.35,1089.35,1089.35,1193.30,2.00,31.56,1.66,130.00,130.00,23869.60
NIFTY,23-Jul-2026,01-Sep-2026,CE,24950.00,-,-,-,313.70,-,206.50,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,01-Sep-2026,CE,23100.00,-,-,-,1378.25,-,1117.15,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,01-Sep-2026,CE,22800.00,-,-,-,1629.40,-,1352.40,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,01-Sep-2026,CE,25500.00,-,-,-,170.60,-,102.70,-,-,-,-,-,23869.60
NIFTY,23-Jul-2026,01-Sep-2026,CE,25300.00,-,-,-,215.90,-,133.65,-,-,-,-,-,23869.60
